,PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,is-Pclass-1,is-Pclass-2,is-Sex-male,is-Embarked-S,is-Embarked-C,family_size
761,762,0,"Nirva, Mr. Iisakki Antino Aijo",41.0,0,0,SOTON/O2 3101272,7.125,0,0,1,1,0,0
762,763,1,"Barah, Mr. Hanna Assi",20.0,0,0,2663,7.2292,0,0,1,0,1,0
764,765,0,"Eklund, Mr. Hans Linus",16.0,0,0,347074,7.775,0,0,1,1,0,0
767,768,0,"Mangan, Miss. Mary",30.5,0,0,364850,7.75,0,0,0,0,0,0
769,770,0,"Gronnestad, Mr. Daniel Danielsen",32.0,0,0,8471,8.3625,0,0,1,1,0,0
770,771,0,"Lievens, Mr. Rene Aime",24.0,0,0,345781,9.5,0,0,1,1,0,0
771,772,0,"Jensen, Mr. Niels Peder",48.0,0,0,350047,7.8542,0,0,1,1,0,0
772,773,0,"Mack, Mrs. (Mary)",57.0,0,0,S.O./P.P. 3,10.5,0,1,0,1,0,0
774,775,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,1,3,29105,23.0,0,1,0,1,0,4
775,776,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,0,0,347078,7.75,0,0,1,1,0,0
777,778,1,"Emanuel, Miss. Virginia Ethel",5.0,0,0,364516,12.475,0,0,0,1,0,0
780,781,1,"Ayoub, Miss. Banoura",13.0,0,0,2687,7.2292,0,0,0,0,1,0
781,782,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,1,0,17474,57.0,1,0,0,1,0,1
782,783,0,"Long, Mr. Milton Clyde",29.0,0,0,113501,30.0,1,0,1,1,0,0
784,785,0,"Ali, Mr. William",25.0,0,0,SOTON/O.Q. 3101312,7.05,0,0,1,1,0,0
785,786,0,"Harmer, Mr. Abraham (David Lishin)",25.0,0,0,374887,7.25,0,0,1,1,0,0
786,787,1,"Sjoblom, Miss. Anna Sofia",18.0,0,0,3101265,7.4958,0,0,0,1,0,0
787,788,0,"Rice, Master. George Hugh",8.0,4,1,382652,29.125,0,0,1,0,0,5
788,789,1,"Dean, Master. Bertram Vere",1.0,1,2,C.A. 2315,20.575,0,0,1,1,0,3
791,792,0,"Gaskell, Mr. Alfred",16.0,0,0,239865,26.0,0,1,1,1,0,0
794,795,0,"Dantcheff, Mr. Ristiu",25.0,0,0,349203,7.8958,0,0,1,1,0,0
795,796,0,"Otter, Mr. Richard",39.0,0,0,28213,13.0,0,1,1,1,0,0
796,797,1,"Leader, Dr. Alice (Farnham)",49.0,0,0,17465,25.9292,1,0,0,1,0,0
797,798,1,"Osman, Mrs. Mara",31.0,0,0,349244,8.6833,0,0,0,1,0,0
798,799,0,"Ibrahim Shawah, Mr. Yousseff",30.0,0,0,2685,7.2292,0,0,1,0,1,0
799,800,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,1,1,345773,24.15,0,0,0,1,0,2
800,801,0,"Ponesell, Mr. Martin",34.0,0,0,250647,13.0,0,1,1,1,0,0
801,802,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,1,1,C.A. 31921,26.25,0,1,0,1,0,2
803,804,1,"Thomas, Master. Assad Alexander",0.42,0,1,2625,8.5167,0,0,1,0,1,1
804,805,1,"Hedman, Mr. Oskar Arvid",27.0,0,0,347089,6.975,0,0,1,1,0,0
805,806,0,"Johansson, Mr. Karl Johan",31.0,0,0,347063,7.775,0,0,1,1,0,0
806,807,0,"Andrews, Mr. Thomas Jr",39.0,0,0,112050,0.0,1,0,1,1,0,0
807,808,0,"Pettersson, Miss. Ellen Natalia",18.0,0,0,347087,7.775,0,0,0,1,0,0
808,809,0,"Meyer, Mr. August",39.0,0,0,248723,13.0,0,1,1,1,0,0
809,810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,1,0,113806,53.1,1,0,0,1,0,1
810,811,0,"Alexander, Mr. William",26.0,0,0,3474,7.8875,0,0,1,1,0,0
811,812,0,"Lester, Mr. James",39.0,0,0,A/4 48871,24.15,0,0,1,1,0,0
812,813,0,"Slemen, Mr. Richard James",35.0,0,0,28206,10.5,0,1,1,1,0,0
813,814,0,"Andersson, Miss. Ebba Iris Alfrida",6.0,4,2,347082,31.275,0,0,0,1,0,6
814,815,0,"Tomlin, Mr. Ernest Portage",30.5,0,0,364499,8.05,0,0,1,1,0,0
816,817,0,"Heininen, Miss. Wendla Maria",23.0,0,0,STON/O2. 3101290,7.925,0,0,0,1,0,0
817,818,0,"Mallet, Mr. Albert",31.0,1,1,S.C./PARIS 2079,37.0042,0,1,1,0,1,2
818,819,0,"Holm, Mr. John Fredrik Alexander",43.0,0,0,C 7075,6.45,0,0,1,1,0,0
819,820,0,"Skoog, Master. Karl Thorsten",10.0,3,2,347088,27.9,0,0,1,1,0,5
821,822,1,"Lulic, Mr. Nikola",27.0,0,0,315098,8.6625,0,0,1,1,0,0
822,823,0,"Reuchlin, Jonkheer. John George",38.0,0,0,19972,0.0,1,0,1,1,0,0
823,824,1,"Moor, Mrs. (Beila)",27.0,0,1,392096,12.475,0,0,0,1,0,1
824,825,0,"Panula, Master. Urho Abraham",2.0,4,1,3101295,39.6875,0,0,1,1,0,5
827,828,1,"Mallet, Master. Andre",1.0,0,2,S.C./PARIS 2079,37.0042,0,1,1,0,1,2
830,831,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,1,0,2659,14.4542,0,0,0,0,1,1
831,832,1,"Richards, Master. George Sibley",0.83,1,1,29106,18.75,0,1,1,1,0,2
833,834,0,"Augustsson, Mr. Albert",23.0,0,0,347468,7.8542,0,0,1,1,0,0
834,835,0,"Allum, Mr. Owen George",18.0,0,0,2223,8.3,0,0,1,1,0,0
836,837,0,"Pasic, Mr. Jakob",21.0,0,0,315097,8.6625,0,0,1,1,0,0
838,839,1,"Chip, Mr. Chang",32.0,0,0,1601,56.4958,0,0,1,1,0,0
840,841,0,"Alhomaki, Mr. Ilmari Rudolf",20.0,0,0,SOTON/O2 3101287,7.925,0,0,1,1,0,0
841,842,0,"Mudd, Mr. Thomas Charles",16.0,0,0,S.O./P.P. 3,10.5,0,1,1,1,0,0
842,843,1,"Serepeca, Miss. Augusta",30.0,0,0,113798,31.0,1,0,0,0,1,0
843,844,0,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375,0,0,1,0,1,0
844,845,0,"Culumovic, Mr. Jeso",17.0,0,0,315090,8.6625,0,0,1,1,0,0
845,846,0,"Abbing, Mr. Anthony",42.0,0,0,C.A. 5547,7.55,0,0,1,1,0,0
847,848,0,"Markoff, Mr. Marin",35.0,0,0,349213,7.8958,0,0,1,0,1,0
848,849,0,"Harper, Rev. John",28.0,0,1,248727,33.0,0,1,1,1,0,1
850,851,0,"Andersson, Master. Sigvard Harald Elias",4.0,4,2,347082,31.275,0,0,1,1,0,6
851,852,0,"Svensson, Mr. Johan",74.0,0,0,347060,7.775,0,0,1,1,0,0
852,853,0,"Boulos, Miss. Nourelain",9.0,1,1,2678,15.2458,0,0,0,0,1,2
853,854,1,"Lines, Miss. Mary Conover",16.0,0,1,PC 17592,39.4,1,0,0,1,0,1
854,855,0,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,1,0,244252,26.0,0,1,0,1,0,1
855,856,1,"Aks, Mrs. Sam (Leah Rosen)",18.0,0,1,392091,9.35,0,0,0,1,0,1
857,858,1,"Daly, Mr. Peter Denis ",51.0,0,0,113055,26.55,1,0,1,1,0,0
858,859,1,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,0,3,2666,19.2583,0,0,0,0,1,3
860,861,0,"Hansen, Mr. Claus Peter",41.0,2,0,350026,14.1083,0,0,1,1,0,2
861,862,0,"Giles, Mr. Frederick Edward",21.0,1,0,28134,11.5,0,1,1,1,0,1
862,863,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,0,0,17466,25.9292,1,0,0,1,0,0
864,865,0,"Gill, Mr. John William",24.0,0,0,233866,13.0,0,1,1,1,0,0
865,866,1,"Bystrom, Mrs. (Karolina)",42.0,0,0,236852,13.0,0,1,0,1,0,0
866,867,1,"Duran y More, Miss. Asuncion",27.0,1,0,SC/PARIS 2149,13.8583,0,1,0,0,1,1
867,868,0,"Roebling, Mr. Washington Augustus II",31.0,0,0,PC 17590,50.4958,1,0,1,1,0,0
869,870,1,"Johnson, Master. Harold Theodor",4.0,1,1,347742,11.1333,0,0,1,1,0,2
870,871,0,"Balkic, Mr. Cerin",26.0,0,0,349248,7.8958,0,0,1,1,0,0
871,872,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,1,1,11751,52.5542,1,0,0,1,0,2
872,873,0,"Carlsson, Mr. Frans Olof",33.0,0,0,695,5.0,1,0,1,1,0,0
873,874,0,"Vander Cruyssen, Mr. Victor",47.0,0,0,345765,9.0,0,0,1,1,0,0
874,875,1,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,1,0,P/PP 3381,24.0,0,1,0,0,1,1
875,876,1,"Najib, Miss. Adele Kiamie ""Jane""",15.0,0,0,2667,7.225,0,0,0,0,1,0
876,877,0,"Gustafsson, Mr. Alfred Ossian",20.0,0,0,7534,9.8458,0,0,1,1,0,0
877,878,0,"Petroff, Mr. Nedelio",19.0,0,0,349212,7.8958,0,0,1,1,0,0
880,881,1,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,0,1,230433,26.0,0,1,0,1,0,1
881,882,0,"Markun, Mr. Johann",33.0,0,0,349257,7.8958,0,0,1,1,0,0
882,883,0,"Dahlberg, Miss. Gerda Ulrika",22.0,0,0,7552,10.5167,0,0,0,1,0,0
883,884,0,"Banfield, Mr. Frederick James",28.0,0,0,C.A./SOTON 34068,10.5,0,1,1,1,0,0
884,885,0,"Sutehall, Mr. Henry Jr",25.0,0,0,SOTON/OQ 392076,7.05,0,0,1,1,0,0
885,886,0,"Rice, Mrs. William (Margaret Norton)",39.0,0,5,382652,29.125,0,0,0,0,0,5
886,887,0,"Montvila, Rev. Juozas",27.0,0,0,211536,13.0,0,1,1,1,0,0
887,888,1,"Graham, Miss. Margaret Edith",19.0,0,0,112053,30.0,1,0,0,1,0,0
889,890,1,"Behr, Mr. Karl Howell",26.0,0,0,111369,30.0,1,0,1,0,1,0
890,891,0,"Dooley, Mr. Patrick",32.0,0,0,370376,7.75,0,0,1,0,0,0
